,lor,lor1,lor2,lor3,lor4,street_id,street,sub_district,zip_code
8806,03200310,03,20,03,10,42611,Schönerlinder Straße,FrzBu,13127
8807,03100101,03,10,01,01,42611,Schönerlinder Straße,Blanf,13127
8808,03100101,03,10,01,01,42611,Schönerlinder Straße,Buch,13127
8810,03100101,03,10,01,01,42611,Schönerlinder Straße,FrzBu,13127
8814,03300412,03,30,04,12,42613,Schönerlinder Weg,Karow,13125
8815,03300411,03,30,04,11,42613,Schönerlinder Weg,Karow,13125
8816,03601141,03,60,11,41,42614,Schönfließer Straße,Prenz,10439
8818,03701556,03,70,15,56,42616,Schönhauser Allee,Prenz,10119
8820,03701556,03,70,15,56,42616,Schönhauser Allee,Prenz,10435
8822,03701555,03,70,15,55,42616,Schönhauser Allee,Prenz,10435
8824,03701554,03,70,15,54,42616,Schönhauser Allee,Prenz,10435
8825,03601346,03,60,13,46,42616,Schönhauser Allee,Prenz,10437
8827,03601346,03,60,13,46,42616,Schönhauser Allee,Prenz,10439
8828,03601243,03,60,12,43,42616,Schönhauser Allee,Prenz,10439
8830,03400827,03,40,08,27,42616,Schönhauser Allee,Panko,10439
8832,03601139,03,60,11,39,42616,Schönhauser Allee,Prenz,10439
8834,03601141,03,60,11,41,42616,Schönhauser Allee,Prenz,10439
8836,03601142,03,60,11,42,42616,Schönhauser Allee,Prenz,10439
8837,03601142,03,60,11,42,42616,Schönhauser Allee,Prenz,10437
8839,03601142,03,60,11,42,42616,Schönhauser Allee,Prenz,10435
8842,03701554,03,70,15,54,42616,Schönhauser Allee,Prenz,10119
8844,03200207,03,20,02,07,42617,Schönhauser Straße,FrzBu,13127
8845,03400618,03,40,06,18,42618,Schönhauser Straße,Roset,13158
8848,03200205,03,20,02,05,42618,Schönhauser Straße,Roset,13158
8850,03200205,03,20,02,05,42618,Schönhauser Straße,Nieds,13158
8854,03200308,03,20,03,08,42617,Schönhauser Straße,FrzBu,13127
8858,03400722,03,40,07,22,42621,Schönholzer Straße,Panko,13187
8860,03400721,03,40,07,21,42621,Schönholzer Straße,Panko,13187
8862,03400619,03,40,06,19,42622,Schönholzer Weg,Wilhe,13158
8864,03400619,03,40,06,19,42622,Schönholzer Weg,Roset,13158
8866,03500933,03,50,09,33,47624,Schönstraße,Weißs,13086
8868,03300412,03,30,04,12,42630,Schräger Weg,Karow,13125
8870,03200205,03,20,02,05,10816,Schrammsteinweg,Roset,13158
8872,03200205,03,20,02,05,42632,Schreckenbachstraße,Nieds,13156
8874,03300516,03,30,05,16,42633,Schreckhornweg,Heind,13089
8876,03400723,03,40,07,23,42645,Schulstraße,Panko,13187
8878,03400721,03,40,07,21,42646,Schulzestraße,Panko,13187
8880,03200310,03,20,03,10,44087,Schützenstraße,FrzBu,13127
8882,03100102,03,10,01,02,42652,Schwanebecker Chaussee,Buch,13125
8884,03300517,03,30,05,17,42653,Schwarzelfenweg,StaMa,13088
8886,03300514,03,30,05,14,42658,Schwarzwaldstraße,Blanb,13129
8888,03701554,03,70,15,54,42660,Schwedter Straße,Prenz,10119
8889,03300514,03,30,05,14,10572,Singammerweg,Blanb,13129
8890,03300411,03,30,04,11,7273,Siverstorpstraße,Karow,13125
8891,03300413,03,30,04,13,7273,Siverstorpstraße,Karow,13125
8892,03200206,03,20,02,06,42710,Skladanowskystraße,Nieds,13156
8894,03300516,03,30,05,16,42713,Sleipnerplatz,Heind,13089
8896,03300516,03,30,05,16,42714,Sleipnerstraße,Heind,13089
8898,03500936,03,50,09,36,42716,Smetanastraße,Weißs,13088
8900,03601245,03,60,12,45,42718,Sodtkestraße,Prenz,10409
8902,03500936,03,50,09,36,42719,Solonplatz,Weißs,13088
8904,03400619,03,40,06,19,8522,Sonatenweg,Roset,13158
8906,03200204,03,20,02,04,42721,Sonnenblumensteig,Blanf,13159
8908,03601142,03,60,11,42,42722,Sonnenburger Straße,Prenz,10437
8910,03500933,03,50,09,33,42724,Soonwaldstraße,Weißs,13086
8912,03300514,03,30,05,14,10590,Spechtfinkweg,Blanb,13129
8913,03300516,03,30,05,16,10590,Spechtfinkweg,Blanb,13129
8914,03400828,03,40,08,28,42736,Spiekermannstraße,Panko,13189
8916,03300412,03,30,04,12,42740,Spinolastraße,Karow,13125
8918,03701555,03,70,15,55,42756,Sredzkistraße,Prenz,10435
8920,03701555,03,70,15,55,42756,Sredzkistraße,Prenz,10405
8922,03200308,03,20,03,08,8716,Stadtgärten,FrzBu,13127
8924,03601244,03,60,12,44,42759,Stahlheimer Straße,Prenz,10439
8926,03601243,03,60,12,43,42759,Stahlheimer Straße,Prenz,10439
8928,03601346,03,60,13,46,42762,Stargarder Straße,Prenz,10437
8930,03601347,03,60,13,47,42762,Stargarder Straße,Prenz,10437
8932,03601348,03,60,13,48,42762,Stargarder Straße,Prenz,10437
8937,03601139,03,60,11,39,42765,Stavangerstraße,Prenz,10439
8939,03200207,03,20,02,07,8516,Stechowstraße,Nieds,13156
8940,03601450,03,60,14,50,42767,Stedingerweg,Prenz,10407
8942,03601450,03,60,14,50,42768,Steengravenweg,Prenz,10407
8944,03300412,03,30,04,12,42771,Steinauer Straße,Karow,13125
8946,03400618,03,40,06,18,11191,Steinkleeweg,Roset,13158
8948,03400725,03,40,07,25,10565,Steinsperlingweg,FrzBu,13127
8949,03400725,03,40,07,25,10565,Steinsperlingweg,FrzBu,13129
8950,03200309,03,20,03,09,10565,Steinsperlingweg,FrzBu,13129
8951,03200310,03,20,03,10,9228,Stephanusring,FrzBu,13127
8953,03400724,03,40,07,24,42788,Stiftsweg,Panko,13187
8954,03400723,03,40,07,23,42788,Stiftsweg,Panko,13187
8955,03400722,03,40,07,22,42790,Stille Straße,Nieds,13156
8957,03601449,03,60,14,49,42794,Storkower Straße,Prenz,10409
8959,03601450,03,60,14,50,42794,Storkower Straße,Prenz,10407
8961,11300618,11,30,06,18,42794,Storkower Straße,Fenpf,10369
8965,11300619,11,30,06,19,42794,Storkower Straße,Fenpf,10369
8966,11300722,11,30,07,22,42794,Storkower Straße,Fenpf,10369
8967,11300619,11,30,06,19,42794,Storkower Straße,Fenpf,10367
8968,11300722,11,30,07,22,42794,Storkower Straße,Liber,10367
8969,03701556,03,70,15,56,42802,Straßburger Straße,Prenz,10405
8971,03300516,03,30,05,16,42825,Straße 1,Heind,13089
8973,03300412,03,30,04,12,42854,Straße 10,Karow,13125
8974,03300412,03,30,04,12,43031,Straße 100,Karow,13125
8976,03300412,03,30,04,12,43032,Straße 101,Karow,13125
8978,03200309,03,20,03,09,43034,Straße 103,FrzBu,13127
8980,03200207,03,20,02,07,43035,Straße 103,Nieds,13156
8982,03200205,03,20,02,05,43045,Straße 113,Roset,13158
8984,03200310,03,20,03,10,48056,Straße 123,FrzBu,13127
8985,03200310,03,20,03,10,43061,Straße 124,FrzBu,13127
8986,03400618,03,40,06,18,43068,Straße 126,Roset,13158
8988,03400618,03,40,06,18,43069,Straße 127,Roset,13158
8990,03400618,03,40,06,18,43072,Straße 129,Roset,13158
8992,03200205,03,20,02,05,43074,Straße 132,Roset,13158
8994,03400618,03,40,06,18,43085,Straße 140,Roset,13158
8996,03400618,03,40,06,18,43089,Straße 141,Roset,13158
8998,03400618,03,40,06,18,43092,Straße 142,Roset,13158
9000,03200308,03,20,03,08,43097,Straße 145,FrzBu,13127
9002,03200308,03,20,03,08,43101,Straße 147,FrzBu,13127
9004,03400618,03,40,06,18,43110,Straße 151,Roset,13158
9006,03400618,03,40,06,18,43113,Straße 152,Roset,13158
9008,03200309,03,20,03,09,43121,Straße 160,FrzBu,13127
9010,03200309,03,20,03,09,43124,Straße 163,FrzBu,13127
9012,03200309,03,20,03,09,43127,Straße 164,FrzBu,13127
9014,03200309,03,20,03,09,43128,Straße 165,FrzBu,13127
9016,03200309,03,20,03,09,43129,Straße 166,FrzBu,13127
9018,03200309,03,20,03,09,43131,Straße 167,FrzBu,13127
9020,03200309,03,20,03,09,43136,Straße 175,FrzBu,13127
9021,03200309,03,20,03,09,43139,Straße 179,FrzBu,13127
9023,03300514,03,30,05,14,42870,Straße 18,Blanb,13129
9024,03300516,03,30,05,16,42872,Straße 18,Heind,13089
9027,03200207,03,20,02,07,42873,Straße 18,Nieds,13156
9029,03200309,03,20,03,09,43140,Straße 180,FrzBu,13127
9031,03200207,03,20,02,07,43143,Straße 182,FrzBu,13127
9033,03300516,03,30,05,16,42878,Straße 19,Heind,13089
9034,03200207,03,20,02,07,43153,Straße 199,Nieds,13156
9036,03200207,03,20,02,07,43153,Straße 199,FrzBu,13127
9038,03300516,03,30,05,16,42830,Straße 2,Heind,13089
9040,03500932,03,50,09,32,43160,Straße 206,Weißs,13086
9042,03500932,03,50,09,32,43166,Straße 210,Weißs,13086
9044,03300514,03,30,05,14,42883,Straße 24,Blanb,13129
9045,03500932,03,50,09,32,43185,Straße 245,Weißs,13086
9047,03500932,03,50,09,32,43186,Straße 246,Weißs,13086
9049,03501038,03,50,10,38,43189,Straße 250,Weißs,13088
9050,03501038,03,50,10,38,43190,Straße 251,Weißs,13088
9052,03300514,03,30,05,14,42884,Straße 26,Blanb,13129
9054,03300514,03,30,05,14,42886,Straße 27,Blanb,13129
9056,03200308,03,20,03,08,42888,Straße 28,FrzBu,13127
9058,03300514,03,30,05,14,42887,Straße 28,Blanb,13129
9060,03300516,03,30,05,16,42833,Straße 3,Heind,13089
9062,03200308,03,20,03,08,42890,Straße 30,FrzBu,13127
9063,03300516,03,30,05,16,42891,Straße 30,Heind,13089
9066,03300516,03,30,05,16,42893,Straße 31,Heind,13089
9068,03300514,03,30,05,14,42892,Straße 31,Blanb,13129
9070,03300514,03,30,05,14,42896,Straße 33,Blanb,13129
9072,03400620,03,40,06,20,47896,Straße 33,Nieds,13158
9074,03300412,03,30,04,12,42900,Straße 34,Karow,13125
9076,03300412,03,30,04,12,42904,Straße 36,Karow,13125
9078,03300412,03,30,04,12,42907,Straße 38,Karow,13125
9079,03300412,03,30,04,12,42910,Straße 39,Karow,13125
9081,03300514,03,30,05,14,42909,Straße 39,Blanb,13129
9082,03200207,03,20,02,07,42911,Straße 39,Nieds,13156
9084,03300516,03,30,05,16,42836,Straße 4,Heind,13089
9086,03300514,03,30,05,14,42912,Straße 40,Blanb,13129
9087,03300412,03,30,04,12,42913,Straße 40,Karow,13125
9090,03300412,03,30,04,12,42917,Straße 41,Karow,13125
9091,03200207,03,20,02,07,42918,Straße 41,Nieds,13156
9094,03300514,03,30,05,14,42919,Straße 42,Blanb,13129
9095,03400725,03,40,07,25,42920,Straße 42,FrzBu,13127
9096,03300516,03,30,05,16,42921,Straße 42,Heind,13089
9097,03300413,03,30,04,13,42922,Straße 42,Karow,13125
9101,03300413,03,30,04,13,42925,Straße 43,Karow,13125
9103,03400725,03,40,07,25,42926,Straße 44,FrzBu,13127
9104,03300413,03,30,04,13,42927,Straße 44,Karow,13125
9107,03300514,03,30,05,14,42929,Straße 45,Blanb,13129
9108,03300413,03,30,04,13,42931,Straße 45,Karow,13125
9111,03300413,03,30,04,13,42934,Straße 46,Karow,13125
9113,03300516,03,30,05,16,49035,Straße 46,Heind,13089
9115,03300413,03,30,04,13,42936,Straße 47,Karow,13125
9117,03300514,03,30,05,14,42935,Straße 47,Blanb,13129
9119,03300514,03,30,05,14,42936,Straße 47,Blanb,13125
9121,03300413,03,30,04,13,42937,Straße 48,Karow,13125
9123,03300413,03,30,04,13,42943,Straße 49,Karow,13125
9125,03300516,03,30,05,16,42841,Straße 5,Heind,13089
9127,03300413,03,30,04,13,42946,Straße 50,Karow,13125
9129,03300413,03,30,04,13,42949,Straße 51,Karow,13125
9130,03300413,03,30,04,13,42950,Straße 52,Karow,13125
9132,03200207,03,20,02,07,42951,Straße 52a,Roset,13158
9134,03200207,03,20,02,07,42951,Straße 52a,FrzBu,13158
9138,03200207,03,20,02,07,42952,Straße 52b,Roset,13158
9140,03200309,03,20,03,09,42957,Straße 55,FrzBu,13127
9142,03300514,03,30,05,14,42958,Straße 56,Blanb,13129
9144,03300516,03,30,05,16,42959,Straße 56,Heind,13089
9145,03300413,03,30,04,13,42962,Straße 58,Karow,13125
9147,03200309,03,20,03,09,42963,Straße 59,FrzBu,13127
9149,03400618,03,40,06,18,42965,Straße 60,Roset,13158
9151,03300413,03,30,04,13,42968,Straße 62,Karow,13125
9153,03300413,03,30,04,13,44728,Straße 63,Karow,13125
9154,03300413,03,30,04,13,42971,Straße 64,Karow,13125
9155,03300413,03,30,04,13,42973,Straße 66,Karow,13125
9156,03300413,03,30,04,13,42974,Straße 67,Karow,13125
9158,03300413,03,30,04,13,42977,Straße 69,Karow,13125
9160,03300514,03,30,05,14,42847,Straße 7,Blanb,13129
9162,03300413,03,30,04,13,42978,Straße 70,Karow,13125
9164,03300413,03,30,04,13,42979,Straße 71,Karow,13125
9165,03200309,03,20,03,09,42981,Straße 72,FrzBu,13127
9167,03200309,03,20,03,09,42984,Straße 73,FrzBu,13127
9168,03300413,03,30,04,13,42985,Straße 73,Karow,13125
9171,03200309,03,20,03,09,42988,Straße 74,FrzBu,13127
9173,03300413,03,30,04,13,42989,Straße 74,Karow,13125
9175,03200309,03,20,03,09,42992,Straße 76,FrzBu,13127
9177,03200309,03,20,03,09,42995,Straße 76a,FrzBu,13127
9178,03200309,03,20,03,09,42997,Straße 77,FrzBu,13127
9180,03200309,03,20,03,09,42999,Straße 77a,FrzBu,13127
9182,03400620,03,40,06,20,43002,Straße 78,Nieds,13158
9184,03400620,03,40,06,20,43005,Straße 79,Nieds,13158
9186,03300412,03,30,04,12,48012,Straße 84,Karow,13125
9187,03300412,03,30,04,12,43014,Straße 86,Karow,13125
9189,03300514,03,30,05,14,43015,Straße 87,Blanb,13129
9190,03200205,03,20,02,05,43739,Straße 87,Roset,13158
9193,03200309,03,20,03,09,43019,Straße 89,FrzBu,13127
9194,03400619,03,40,06,19,43020,Straße 89,Nieds,13156
9197,03400619,03,40,06,19,43022,Straße 90,Nieds,13156
9198,03300412,03,30,04,12,43025,Straße 94,Karow,13125
9200,03200205,03,20,02,05,43027,Straße 97,Nieds,13156
9202,03200204,03,20,02,04,10865,Straße nach Arkenberge,Blanf,13127
9203,03400620,03,40,06,20,43241,Straße vor Schönholz,Nieds,13158
9205,03400619,03,40,06,19,8529,Strawinskystraße,Roset,13158
9207,03300412,03,30,04,12,43249,Streckfußstraße,Karow,13125
9209,03500935,03,50,09,35,43251,Streustraße,Weißs,13086
9211,03500934,03,50,09,34,43251,Streustraße,Weißs,13086
9215,03300413,03,30,04,13,7137,Strömannstraße,Karow,13125
9217,03300411,03,30,04,11,7137,Strömannstraße,Karow,13125
9219,03601348,03,60,13,48,43256,Stubbenkammerstraße,Prenz,10437
9221,03400830,03,40,08,30,43258,Stubnitzstraße,Panko,13189
9223,03100102,03,10,01,02,43261,Sudauer Straße,Buch,13125
9225,03601450,03,60,14,50,43262,Süderbrokweg,Prenz,10407
9226,03300514,03,30,05,14,43264,Suderoder Straße,Blanb,13129
9228,11200512,11,20,05,12,43266,Suermondtstraße,AHohs,13053
9230,11200411,11,20,04,11,43266,Suermondtstraße,AHohs,13053
9232,11200410,11,20,04,10,43266,Suermondtstraße,AHohs,13053
9234,03501038,03,50,10,38,43266,Suermondtstraße,Weißs,13053
9235,03601245,03,60,12,45,43269,Sültstraße,Prenz,10409
9237,03300514,03,30,05,14,43270,Sulzer Straße,Blanb,13129
9239,03501038,03,50,10,38,43271,Sulzfelder Straße,Weißs,13088
9241,03200308,03,20,03,08,8673,Suzetteweg,FrzBu,13127
9243,03300411,03,30,04,11,43273,Swantewitstraße,Karow,13125
9245,03601450,03,60,14,50,43275,Syringenplatz,Prenz,10407
9246,03601450,03,60,14,50,43276,Syringenweg,Prenz,10407
9248,03400828,03,40,08,28,43278,Talstraße,Panko,13189
9250,03300412,03,30,04,12,43281,Tarnowitzer Straße,Karow,13125
9252,03500935,03,50,09,35,43283,Tassostraße,Weißs,13086
9254,03200205,03,20,02,05,43286,Taufsteinweg,Roset,13158
9256,03601139,03,60,11,39,43289,Tegnerstraße,Prenz,10439
9258,03300411,03,30,04,11,6478,Teichbergstraße,Karow,13125
9260,03701554,03,70,15,54,43294,Templiner Straße,Prenz,10119
9262,02500727,02,50,07,27,43298,Thaerstraße,Frhai,10249
9264,03601453,03,60,14,53,43298,Thaerstraße,Prenz,10249
9266,02500726,02,50,07,26,43298,Thaerstraße,Frhai,10249
9268,03300514,03,30,05,14,43299,Thaler Straße,Blanb,13129
9270,03100103,03,10,01,03,43780,Theodor-Brugsch-Straße,Buch,13125
9271,03500932,03,50,09,32,43306,Thiesstraße,Weißs,13086
9273,03601449,03,60,14,49,43809,Thomas-Mann-Straße,Prenz,10409
9274,03400827,03,40,08,27,43312,Thulestraße,Panko,13189
9276,03400828,03,40,08,28,43312,Thulestraße,Panko,13189
9278,03200205,03,20,02,05,10687,Thymianweg,Roset,13158
9280,03300412,03,30,04,12,43315,Tichauer Straße,Karow,13125
9282,03300514,03,30,05,14,10581,Tigerfinkweg,Blanb,13129
9284,03300516,03,30,05,16,43320,Tiniusstraße,Heind,13089
9286,03300516,03,30,05,16,10799,Tino-Schwierzina-Straße,Heind,13089
9288,03200310,03,20,03,10,6038,Tiriotstraße,FrzBu,13127
9290,03400826,03,40,08,26,43321,Tiroler Straße,Panko,13187
9292,03400826,03,40,08,26,43324,Toblacher Straße,Panko,13187
9293,03400620,03,40,06,20,43326,Tollerstraße,Wilhe,13158
9295,03400619,03,40,06,19,43326,Tollerstraße,Wilhe,13158
9297,03200309,03,20,03,09,8614,Tomatenweg,FrzBu,13127
9299,03200207,03,20,02,07,10880,Tonweg,Roset,13158
9301,03200309,03,20,03,09,8615,Töpperweg,FrzBu,13127
9303,03601142,03,60,11,42,43329,Topsstraße,Prenz,10437
9304,03701556,03,70,15,56,16988,Torstraße,Prenz,10119
9305,01100310,01,10,03,10,16988,Torstraße,Mitte,10119
9306,01100309,01,10,03,09,16988,Torstraße,Mitte,10119
9307,03701554,03,70,15,54,16988,Torstraße,Prenz,10119
9308,01100416,01,10,04,16,16988,Torstraße,Mitte,10119
9309,01100415,01,10,04,15,16988,Torstraße,Mitte,10119
9310,01100415,01,10,04,15,16988,Torstraße,Mitte,10115
9311,01100309,01,10,03,09,16988,Torstraße,Mitte,10115
9312,03200309,03,20,03,09,10870,Toulonstraße,FrzBu,13127
9314,03601245,03,60,12,45,43332,Trachtenbrodtstraße,Prenz,10409
9316,03501037,03,50,10,37,43333,Trarbacher Straße,Weißs,13088
9318,03400827,03,40,08,27,43338,Trelleborger Straße,Panko,10439
9320,03400827,03,40,08,27,43338,Trelleborger Straße,Panko,13189
9321,03400829,03,40,08,29,43338,Trelleborger Straße,Panko,13189
9323,03300514,03,30,05,14,43340,Treseburger Straße,Blanb,13129
9325,03200206,03,20,02,06,43343,Treskowstraße,Nieds,13156
9327,03300516,03,30,05,16,43341,Treskowstraße,Heind,13089
9329,03200205,03,20,02,05,43343,Treskowstraße,Nieds,13156
9333,03400826,03,40,08,26,43345,Trienter Straße,Panko,13187
9335,03501037,03,50,10,37,43346,Trierer Straße,Weißs,13088
9337,03300514,03,30,05,14,43347,Triftstraße,Blanb,13129
9338,03200310,03,20,03,10,43348,Triftstraße,FrzBu,13127
9340,03200309,03,20,03,09,43348,Triftstraße,FrzBu,13127
9341,03300517,03,30,05,17,43352,Tronjepfad,StaMa,13088
9343,03400722,03,40,07,22,43354,Tschaikowskistraße,Nieds,13156
9344,03200206,03,20,02,06,43354,Tschaikowskistraße,Nieds,13156
9346,03200207,03,20,02,07,8606,Tubaweg,FrzBu,13127
9348,03400620,03,40,06,20,43356,Tuchmacherweg,Nieds,13158
9350,03601140,03,60,11,40,43362,Ueckermünder Straße,Prenz,10439
9352,03200205,03,20,02,05,43365,Uhlandstraße,Nieds,13156
9353,03400619,03,40,06,19,43366,Uhlandstraße,Wilhe,13158
9356,03400618,03,40,06,18,43366,Uhlandstraße,Roset,13158
9358,03100101,03,10,01,01,43368,Uhlenweg,Buch,13125
9360,03300517,03,30,05,17,43370,Ullerplatz,StaMa,13088
9361,03300517,03,30,05,17,43371,Ullerweg,StaMa,13088
9362,03400827,03,40,08,27,43380,Upsalaer Straße,Panko,13189
9364,03300514,03,30,05,14,43382,Urbacher Straße,Blanb,13129
9366,03601244,03,60,12,44,43388,Varnhagenstraße,Prenz,10439
9368,03200308,03,20,03,08,10928,Veilchenblütenweg,FrzBu,13127
9369,03400620,03,40,06,20,43392,Vereinssteg,Nieds,13158
9371,03400724,03,40,07,24,43404,Vesaliusstraße,Panko,13187
9373,03601453,03,60,14,53,9281,Viehtrift,Prenz,10247
9374,03200310,03,20,03,10,8408,Vienweg,FrzBu,13127
9376,03100101,03,10,01,01,43408,Viereckweg,Buch,13125
9378,03200309,03,20,03,09,43411,Viktoriastraße,FrzBu,13127
9380,03300514,03,30,05,14,43412,Villacher Straße,Blanb,13129
9382,03400827,03,40,08,27,43414,Vinetastraße,Panko,13189
9384,03400828,03,40,08,28,43414,Vinetastraße,Panko,13189
9388,02400522,02,40,05,22,43415,Virchowstraße,Frhai,10249
9389,02400520,02,40,05,20,43415,Virchowstraße,Frhai,10249
9390,03701660,03,70,16,60,43415,Virchowstraße,Prenz,10249
9391,03300514,03,30,05,14,43418,Vogesenstraße,Blanb,13129
9393,03200207,03,20,02,07,43431,Wackenbergstraße,Nieds,13156
9395,03200207,03,20,02,07,43431,Wackenbergstraße,FrzBu,13127
9396,03200207,03,20,02,07,43431,Wackenbergstraße,Nieds,13127
9398,03300516,03,30,05,16,43433,Waffenschmiedstraße,Heind,13089
9400,03300514,03,30,05,14,10567,Waldammerweg,Blanb,13129
9402,03200204,03,20,02,04,10552,Waldeckkarree,Blanf,13159
9404,03200207,03,20,02,07,43439,Waldemarstraße,Nieds,13156
9406,03200207,03,20,02,07,43445,Waldowstraße,Nieds,13156
9408,03400620,03,40,06,20,43450,Waldsteg,Nieds,13158
9410,03200206,03,20,02,06,43458,Waldstraße,Nieds,13156
9412,03200205,03,20,02,05,43458,Waldstraße,Nieds,13156
9416,03400619,03,40,06,19,43462,Walhallastraße,Nieds,13156
9417,03601453,03,60,14,53,8702,Walter-Friedländer-Straße,Prenz,10249
9419,03100103,03,10,01,03,43819,Walter-Friedrich-Straße,Buch,13125
9421,03300517,03,30,05,17,43473,Wanensteig,StaMa,13088
9423,03400618,03,40,06,18,10660,Wasserkräuterweg,Roset,13158
9424,03200205,03,20,02,05,10660,Wasserkräuterweg,Roset,13158
9425,03200204,03,20,02,04,44871,Weg A,Blanf,13159
9427,03200204,03,20,02,04,44872,Weg B,Blanf,13159
9428,03501038,03,50,10,38,43499,Wegenerstraße,Weißs,13088
9430,03501037,03,50,10,37,43502,Wehlener Straße,Weißs,13088
9432,03200309,03,20,03,09,10697,Weinapfelweg,FrzBu,13127
9433,03200205,03,20,02,05,43517,Weißdornallee,Roset,13158
9435,03601451,03,60,14,51,42298,Werner-Kube-Straße,Prenz,10407
9437,03400827,03,40,08,27,43542,Westerlandstraße,Panko,13189
9439,03400827,03,40,08,27,43544,Wetterseestraße,Panko,13189
9441,03601243,03,60,12,43,43547,Wichertstraße,Prenz,10439
9443,03601244,03,60,12,44,43547,Wichertstraße,Prenz,10439
9447,03300514,03,30,05,14,10576,Wiesenammerweg,Blanb,13129
9449,03200205,03,20,02,05,10661,Wiesenkräuterweg,Roset,13158
9451,03400618,03,40,06,18,43869,Wiesenwinkel,Roset,13158
9453,03500932,03,50,09,32,43560,Wigandstaler Straße,Weißs,13086
9455,03400618,03,40,06,18,16964,Wilckeweg,Roset,13158
9456,03200205,03,20,02,05,10657,Wildkräuterweg,Roset,13158
9458,03300516,03,30,05,16,43566,Wildstrubelpfad,Heind,13089
9460,03400721,03,40,07,21,16932,Wilhelm-Kuhr-Straße,Panko,13187
9462,03400620,03,40,06,20,16932,Wilhelm-Kuhr-Straße,Panko,13187
9464,01300731,01,30,07,31,16932,Wilhelm-Kuhr-Straße,Gesbr,13359
9465,03500933,03,50,09,33,43600,Woelckpromenade,Weißs,13086
9466,03400619,03,40,06,19,43601,Woglindestraße,Nieds,13156
9468,03100103,03,10,01,03,43972,Wolfgang-Heinz-Straße,Buch,13125
9470,03400722,03,40,07,22,43610,Wolfshagener Straße,Panko,13187
9472,03400724,03,40,07,24,43610,Wolfshagener Straße,Panko,13187
9474,03300514,03,30,05,14,43611,Wolkensteinstraße,Blanb,13129
9476,03400721,03,40,07,21,16934,Wollankstraße,Panko,13187
9478,01300731,01,30,07,31,16934,Wollankstraße,Gesbr,13359
9480,01300732,01,30,07,32,16934,Wollankstraße,Gesbr,13359
9484,03701556,03,70,15,56,43621,Wörther Straße,Prenz,10435
